;rh;wind_spd;timestamp_utc;vis;slp;pod;dni;elev_angle;pres;h_angle;dewpt;snow;uv;solar_rad;wind_dir;weather;ghi;dhi;timestamp_local;app_temp;azimuth;datetime;temp;precip;clouds;ts
0;96.0;8.8;2017-12-31T23:00:00;1.5;989.05;n;0.0;-56.58;979.25;-90.0;4.4;0.0;0.0;0.0;162.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T00:00:00;-0.1;350.55;2017-12-31:23;5.0;0.0;100;1514761200
1;96.5;8.4;2018-01-01T00:00:00;1.5;989.2;n;0.0;-56.17;982.15;-90.0;5.2;0.0;0.0;0.0;180.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T01:00:00;0.9;15.74;2018-01-01:00;5.7;0.0;100;1514764800
2;97.0;8.4;2018-01-01T01:00:00;1.5;988.75;n;0.0;-52.35;981.7;-90.0;5.5;0.0;0.0;0.0;195.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T02:00:00;1.3;38.55;2018-01-01:01;6.0;0.1;100;1514768400
3;96.5;8.4;2018-01-01T02:00:00;1.5;988.35;n;0.0;-46.13;981.3;-90.0;5.7;0.0;0.0;0.0;205.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T03:00:00;1.5;57.51;2018-01-01:02;6.2;0.3;99;1514772000
4;93.0;8.8;2018-01-01T03:00:00;1.5;987.9;n;0.0;-38.55;980.85;-90.0;4.5;0.0;0.0;0.0;215.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T04:00:00;0.7;73.16;2018-01-01:03;5.6;0.5;93;1514775600
5;93.0;9.2;2018-01-01T04:00:00;1.5;986.95;n;0.0;-30.35;979.9;-90.0;4.0;0.0;0.0;0.0;210.0;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0.0;0.0;2018-01-01T05:00:00;-0.1;86.64;2018-01-01:04;5.1;1.0;87;1514779200
6;93.0;10.8;2018-01-01T05:00:00;1.5;986.45;n;0.0;-22.02;979.4;-90.0;4.1;0.0;0.0;0.0;225.0;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0.0;0.0;2018-01-01T06:00:00;-0.5;98.91;2018-01-01:05;5.1;1.1;89;1514782800
7;95.5;12.8;2018-01-01T06:00:00;1.5;986.4;n;0.0;-13.96;979.35;-90.0;4.3;0.0;0.0;0.0;205.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T07:00:00;-1.1;110.7;2018-01-01:06;5.0;0.4;87;1514786400
8;92.0;13.2;2018-01-01T07:00:00;1.5;986.35;n;0.0;-6.51;979.3;-90.0;4.4;0.0;0.0;0.0;215.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T08:00:00;-0.4;122.5;2018-01-01:07;5.6;0.4;89;1514790000
9;92.5;13.2;2018-01-01T08:00:00;1.5;987.05;n;6.9;0.01;980.0;-67.5;3.8;0.0;0.7;0.259919;230.0;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0.96;5.06;2018-01-01T09:00:00;-1.4;134.68;2018-01-01:08;4.8;0.6;94;1514793600
10;93.0;12.4;2018-01-01T09:00:00;1.5;987.2;d;316.18;5.26;980.15;-45.0;3.9;0.0;0.7;10.6262;230.0;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};56.36;37.02;2018-01-01T10:00:00;-1.2;147.46;2018-01-01:09;4.8;0.4;97;1514797200
11;91.5;13.6;2018-01-01T10:00:00;1.5;987.45;d;457.92;8.9;980.4;-22.5;3.8;0.0;0.8;24.4775;225.0;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};112.99;51.16;2018-01-01T11:00:00;-1.2;160.87;2018-01-01:10;5.0;0.2;96;1514800800
12;92.0;13.6;2018-01-01T11:00:00;1.5;987.85;d;510.42;10.66;980.8;0.0;4.1;0.0;0.9;34.8284;230.0;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};142.72;56.88;2018-01-01T12:00:00;-0.8;174.75;2018-01-01:11;5.3;0.2;95;1514804400
13;90.5;13.2;2018-01-01T12:00:00;1.5;988.6;d;503.36;10.41;981.5;22.5;3.5;0.0;0.9;41.0699;255.0;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};138.38;56.09;2018-01-01T13:00:00;-1.3;188.78;2018-01-01:12;4.9;0.1;93;1514808000
14;90.0;13.2;2018-01-01T13:00:00;5.0;989.55;d;433.24;8.16;982.45;45.0;2.5;0.0;0.9;39.3423;255.0;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};100.89;48.57;2018-01-01T14:00:00;-2.6;202.57;2018-01-01:13;4.0;0.1;92;1514811600
15;91.0;12.0;2018-01-01T14:00:00;1.5;990.05;n;257.1;4.09;982.95;67.5;2.5;0.0;0.7;11.934;255.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};40.21;31.53;2018-01-01T15:00:00;-2.5;215.84;2018-01-01:14;3.9;0.0;93;1514815200
16;91.5;11.2;2018-01-01T15:00:00;1.5;990.55;n;0.0;-1.5;983.45;-90.0;2.7;0.0;0.0;0.0;240.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T16:00:00;-1.9;228.45;2018-01-01:15;4.2;0.0;91;1514818800
17;91.5;11.2;2018-01-01T16:00:00;1.5;991.0;n;0.0;-8.29;983.9;-90.0;2.8;0.0;0.0;0.0;225.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T17:00:00;-1.6;240.52;2018-01-01:16;4.3;0.0;92;1514822400
18;92.0;11.2;2018-01-01T17:00:00;1.5;991.45;n;0.0;-15.92;984.35;-90.0;3.0;0.0;0.0;0.0;220.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T18:00:00;-2.1;252.28;2018-01-01:17;4.0;0.1;91;1514826000
19;92.5;11.6;2018-01-01T18:00:00;1.5;991.85;n;0.0;-24.08;984.75;-90.0;3.0;0.0;0.0;0.0;225.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T19:00:00;-2.0;264.14;2018-01-01:18;4.2;0.0;90;1514829600
20;92.5;11.2;2018-01-01T19:00:00;1.5;992.4;n;0.0;-32.41;985.3;-90.0;3.1;0.0;0.0;0.0;220.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T20:00:00;-1.7;276.65;2018-01-01:19;4.3;0.0;87;1514833200
21;93.0;10.8;2018-01-01T20:00:00;1.5;992.8;n;0.0;-40.5;985.7;-90.0;3.3;0.0;0.0;0.0;225.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T21:00:00;-1.6;290.59;2018-01-01:20;4.3;0.1;85;1514836800
22;92.5;10.8;2018-01-01T21:00:00;1.5;993.4;n;0.0;-47.81;986.3;-90.0;3.2;0.0;0.0;0.0;230.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T22:00:00;-1.6;306.97;2018-01-01:21;4.3;0.1;81;1514840400
23;93.0;10.4;2018-01-01T22:00:00;1.5;993.9;n;0.0;-53.51;986.8;-90.0;3.4;0.0;0.0;0.0;230.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T23:00:00;-1.4;326.89;2018-01-01:22;4.3;0.0;77;1514844000
24;92.0;10.0;2018-01-01T23:00:00;1.5;994.5;n;0.0;-56.56;987.4;-90.0;3.2;0.0;0.0;0.0;235.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-02T00:00:00;-1.3;350.51;2018-01-01:23;4.3;0.0;76;1514847600
25;93.0;9.2;2018-01-02T00:00:00;1.5;994.95;n;0.0;-56.11;987.85;-90.0;3.3;0.0;0.0;0.0;230.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-02T01:00:00;-1.2;15.53;2018-01-02:00;4.3;0.0;92;1514851200
26;93.5;8.8;2018-01-02T01:00:00;1.5;995.6;n;0.0;-52.31;988.45;-90.0;3.1;0.0;0.0;0.0;240.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-02T02:00:00;-1.2;38.34;2018-01-02:01;4.2;0.0;96;1514854800
27;94.0;8.4;2018-01-02T02:00:00;1.5;996.4;n;0.0;-46.12;989.25;-90.0;3.0;0.0;0.0;0.0;235.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-02T03:00:00;-1.1;57.31;2018-01-02:02;4.2;0.0;92;1514858400
28;95.0;8.4;2018-01-02T03:00:00;1.5;996.8;n;0.0;-38.55;989.65;-90.0;3.0;0.0;0.0;0.0;235.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-02T04:00:00;-1.6;72.98;2018-01-02:03;3.7;0.0;87;1514862000
29;95.5;8.0;2018-01-02T04:00:00;1.5;997.4;n;0.0;-30.35;990.25;-90.0;2.9;0.0;0.0;0.0;230.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-02T05:00:00;-1.4;86.48;2018-01-02:04;3.8;0.0;71;1514865600
30;96.0;8.0;2018-01-02T05:00:00;0.5;998.05;n;0.0;-22.02;990.85;-90.0;2.7;0.0;0.0;0.0;230.0;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0.0;0.0;2018-01-02T06:00:00;-2.0;98.77;2018-01-02:05;3.4;0.0;44;1514869200
31;96.5;8.0;2018-01-02T06:00:00;1.0;998.65;n;0.0;-13.96;991.45;-90.0;2.5;0.0;0.0;0.0;235.0;{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'};0.0;0.0;2018-01-02T07:00:00;-2.2;110.56;2018-01-02:06;3.1;0.0;34;1514872800
32;96.0;8.0;2018-01-02T07:00:00;0.5;999.4;n;0.0;-6.49;992.2;-90.0;2.5;0.0;0.0;0.0;240.0;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0.0;0.0;2018-01-02T08:00:00;-2.8;122.36;2018-01-02:07;2.7;0.0;58;1514876400
33;95.5;7.6;2018-01-02T08:00:00;1.5;999.95;n;7.84;0.04;992.75;-67.5;2.5;0.0;0.9;0.613261;250.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};1.06;5.31;2018-01-02T09:00:00;-2.5;134.55;2018-01-02:08;2.9;0.0;80;1514880000
34;95.0;7.2;2018-01-02T09:00:00;1.5;1000.7;d;318.22;5.3;993.5;-45.0;2.5;0.0;1.0;36.8088;240.0;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};56.98;37.21;2018-01-02T10:00:00;-1.9;147.33;2018-01-02:09;3.2;0.0;76;1514883600
35;93.0;6.4;2018-01-02T10:00:00;0.5;1001.2;d;459.86;8.96;994.0;-22.5;3.0;0.0;1.4;94.8813;250.0;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};113.99;51.36;2018-01-02T11:00:00;-0.5;160.74;2018-01-02:10;4.0;0.0;61;1514887200
36;89.5;6.4;2018-01-02T11:00:00;0.5;1001.55;d;512.55;10.74;994.4;0.0;3.3;0.0;1.7;132.997;245.0;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};144.05;57.12;2018-01-02T12:00:00;0.5;174.64;2018-01-02:11;4.8;0.0;50;1514890800
37;90.0;6.8;2018-01-02T12:00:00;1.0;1002.0;d;505.99;10.5;994.85;22.5;3.1;0.0;1.8;135.365;245.0;{'icon': 'c02d', 'code': 802, 'description': 'Scattered clouds'};139.98;56.38;2018-01-02T13:00:00;0.8;188.68;2018-01-02:12;5.2;0.0;39;1514894400
38;91.0;7.2;2018-01-02T13:00:00;1.0;1002.3;d;436.93;8.27;995.15;45.0;3.0;0.0;1.9;101.553;240.0;{'icon': 'c02d', 'code': 802, 'description': 'Scattered clouds'};102.63;48.95;2018-01-02T14:00:00;1.2;202.49;2018-01-02:13;5.6;0.0;27;1514898000
39;91.5;6.8;2018-01-02T14:00:00;1.5;1002.6;n;263.43;4.21;995.45;67.5;2.9;0.0;1.8;41.612;235.0;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};41.77;32.11;2018-01-02T15:00:00;0.6;215.76;2018-01-02:14;5.0;0.0;20;1514901600
40;92.0;7.2;2018-01-02T15:00:00;1.0;1002.6;n;0.0;-1.38;995.4;-90.0;2.6;0.0;0.0;0.0;230.0;{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'};0.0;0.0;2018-01-02T16:00:00;-0.1;228.4;2018-01-02:15;4.6;0.0;27;1514905200
