;rh;wind_spd;timestamp_utc;vis;slp;pod;dni;elev_angle;pres;h_angle;dewpt;snow;uv;solar_rad;wind_dir;weather;ghi;dhi;timestamp_local;app_temp;azimuth;datetime;temp;precip;clouds;ts
0;92.5;7.6;2017-12-31T23:00:00;1.5;991.25;n;0.0;-57.14;988.0;-90.0;5.2;0.0;0.0;0.0;151.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T00:00:00;2.1;354.36;2017-12-31:23;6.4;0.0;100;1514761200
1;97.5;7.6;2018-01-01T00:00:00;1.5;991.85;n;0.0;-56.16;986.9;-90.0;6.6;0.0;0.0;0.0;190.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T01:00:00;2.8;19.69;2018-01-01:00;7.0;0.0;100;1514764800
2;97.5;7.6;2018-01-01T01:00:00;1.5;991.05;n;0.0;-51.81;986.1;-90.0;6.5;0.0;0.0;0.0;195.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T02:00:00;2.8;42.07;2018-01-01:01;6.9;0.0;100;1514768400
3;97.5;8.0;2018-01-01T02:00:00;1.5;990.65;n;0.0;-45.23;985.7;-90.0;6.5;0.0;0.0;0.0;170.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T03:00:00;2.6;60.46;2018-01-01:02;6.8;0.1;100;1514772000
4;98.5;8.0;2018-01-01T03:00:00;1.5;990.25;n;0.0;-37.41;985.3;-90.0;6.8;0.0;0.0;0.0;190.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T04:00:00;2.8;75.65;2018-01-01:03;7.0;0.2;100;1514775600
5;97.5;8.0;2018-01-01T04:00:00;1.5;989.7;n;0.0;-29.07;984.8;-90.0;6.7;0.0;0.0;0.0;225.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T05:00:00;2.8;88.81;2018-01-01:04;7.0;0.3;96;1514779200
6;97.0;8.8;2018-01-01T05:00:00;1.5;989.0;n;0.0;-20.68;984.05;-90.0;6.3;0.0;0.0;0.0;210.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T06:00:00;2.3;100.9;2018-01-01:05;6.8;0.2;92;1514782800
7;96.0;11.2;2018-01-01T06:00:00;1.5;989.3;n;0.0;-12.61;984.35;-90.0;6.2;0.0;0.0;0.0;215.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T07:00:00;1.7;112.59;2018-01-01:06;6.8;0.3;84;1514786400
8;92.0;13.6;2018-01-01T07:00:00;1.5;989.45;n;0.0;-5.2;984.5;-90.0;5.6;0.0;0.0;0.0;220.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T08:00:00;1.2;124.38;2018-01-01:07;6.8;0.1;81;1514790000
9;91.0;14.8;2018-01-01T08:00:00;1.5;989.6;n;75.05;1.21;984.65;-67.5;4.9;0.0;0.9;4.88878;220.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};8.2;14.53;2018-01-01T09:00:00;0.2;136.61;2018-01-01:08;6.3;0.1;79;1514793600
