;rh;wind_spd;timestamp_utc;vis;slp;pod;dni;elev_angle;pres;h_angle;dewpt;snow;uv;solar_rad;wind_dir;weather;ghi;dhi;timestamp_local;app_temp;azimuth;datetime;temp;precip;clouds;ts
0;93.0;8.8;2017-12-31T23:00:00;1.5;987.0;n;0.0;-55.63;986.6;-90.0;4.0;0.0;0.0;0.0;210.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T00:00:00;-0.1;350.18;2017-12-31:23;5.0;0.0;99;1514761200
1;94.0;8.4;2018-01-01T00:00:00;1.5;987.4;n;0.0;-55.33;986.4;-90.0;4.0;0.0;0.0;0.0;190.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T01:00:00;-0.1;14.79;2018-01-01:00;4.9;0.0;100;1514764800
2;95.0;8.0;2018-01-01T01:00:00;1.5;987.1;n;0.0;-51.74;986.1;-90.0;4.6;0.0;0.0;0.0;190.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T02:00:00;0.6;37.31;2018-01-01:01;5.3;0.0;99;1514768400
3;94.5;8.0;2018-01-01T02:00:00;1.5;987.0;n;0.0;-45.8;986.0;-90.0;5.0;0.0;0.0;0.0;185.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T03:00:00;1.3;56.28;2018-01-01:02;5.8;0.1;99;1514772000
4;95.0;8.0;2018-01-01T03:00:00;1.5;986.5;n;0.0;-38.47;985.5;-90.0;5.2;0.0;0.0;0.0;170.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T04:00:00;1.3;72.1;2018-01-01:03;5.8;0.2;99;1514775600
5;95.5;8.0;2018-01-01T04:00:00;1.5;985.7;n;0.0;-30.49;984.7;-90.0;5.1;0.0;0.0;0.0;160.0;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0.0;0.0;2018-01-01T05:00:00;1.1;85.78;2018-01-01:04;5.8;0.7;99;1514779200
6;94.5;7.6;2018-01-01T05:00:00;1.5;985.4;n;0.0;-22.36;984.4;-90.0;5.0;0.0;0.0;0.0;180.0;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0.0;0.0;2018-01-01T06:00:00;1.4;98.25;2018-01-01:05;5.8;1.3;98;1514782800
7;94.0;6.8;2018-01-01T06:00:00;1.5;985.3;n;0.0;-14.48;984.3;-90.0;4.2;0.0;0.0;0.0;205.0;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0.0;0.0;2018-01-01T07:00:00;0.6;110.19;2018-01-01:06;5.0;1.7;98;1514786400
8;95.0;6.4;2018-01-01T07:00:00;1.5;985.1;n;0.0;-7.17;984.1;-90.0;3.5;0.0;0.0;0.0;170.0;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0.0;0.0;2018-01-01T08:00:00;-0.3;122.11;2018-01-01:07;4.2;1.4;98;1514790000
9;95.5;7.2;2018-01-01T08:00:00;1.5;985.2;n;0.0;-0.78;984.2;-67.5;3.4;0.0;0.0;0.0;170.0;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0.0;0.0;2018-01-01T09:00:00;-0.8;134.37;2018-01-01:08;4.0;0.9;98;1514793600
10;96.5;8.8;2018-01-01T09:00:00;1.5;985.1;n;271.97;4.37;984.1;-45.0;3.8;0.0;0.7;5.72381;170.0;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};43.95;32.9;2018-01-01T10:00:00;-1.1;147.18;2018-01-01:09;4.3;0.8;99;1514797200
11;96.0;9.6;2018-01-01T10:00:00;1.5;985.6;d;426.21;7.96;984.6;-22.5;4.4;0.0;0.8;18.4111;250.0;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};97.65;47.84;2018-01-01T11:00:00;-0.4;160.58;2018-01-01:10;5.0;0.5;97;1514800800
12;96.0;10.0;2018-01-01T11:00:00;1.5;985.8;d;483.46;9.72;984.8;0.0;4.8;0.0;0.9;43.9654;225.0;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};126.74;53.9;2018-01-01T12:00:00;0.1;174.42;2018-01-01:11;5.3;0.2;91;1514804400
13;94.5;10.4;2018-01-01T12:00:00;1.5;986.1;d;477.49;9.53;985.1;22.5;4.3;0.0;0.9;48.6759;240.0;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};123.41;53.26;2018-01-01T13:00:00;-0.4;188.41;2018-01-01:12;5.0;0.1;89;1514808000
14;94.0;10.4;2018-01-01T13:00:00;1.5;986.8;d;405.22;7.38;985.8;45.0;3.8;0.0;0.8;26.2482;235.0;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};88.44;45.7;2018-01-01T14:00:00;-1.0;202.19;2018-01-01:13;4.6;0.1;93;1514811600
15;95.0;10.4;2018-01-01T14:00:00;1.5;987.3;n;221.4;3.46;986.3;67.5;4.0;0.0;0.7;6.94095;225.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};32.04;28.27;2018-01-01T15:00:00;-1.0;215.48;2018-01-01:14;4.7;0.0;96;1514815200
16;94.5;10.0;2018-01-01T15:00:00;1.5;987.9;n;0.0;-1.97;986.9;-90.0;3.7;0.0;0.0;0.0;235.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T16:00:00;-0.5;228.17;2018-01-01:15;5.0;0.0;96;1514818800
17;94.5;10.0;2018-01-01T16:00:00;1.5;988.7;n;0.0;-8.57;987.7;-90.0;3.6;0.0;0.0;0.0;230.0;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2018-01-01T17:00:00;-1.1;240.35;2018-01-01:16;4.5;0.0;96;1514822400
